"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","78","It should return 404 when performing a POST(Sucess)","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","21","It should validate Invalid user ID returning 404","Mobile Safari","Wed Apr 15 13:25:50 UTC 2026","passed","Wed Apr 15 13:25:50 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","73","It should validate 404 error in case of an invalid payload (Theoretical Example)","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1042","Should display mocked pokemon on fron-end","firefox","Wed Apr 15 13:25:19 UTC 2026","passed","Wed Apr 15 13:25:20 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","582","get started link","chromium","Wed Apr 15 13:24:34 UTC 2026","passed","Wed Apr 15 13:24:34 UTC 2026","","e2e/example.spec.js","",""
"","205","It should return 201 when performing a POST(Sucess)","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:23 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","409","has title","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:52 UTC 2026","","e2e/example.spec.js","",""
"","1389","has title","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:50 UTC 2026","","e2e/example.spec.js","",""
"","19","It should validate Resource not found returning 404","chromium","Wed Apr 15 13:24:28 UTC 2026","passed","Wed Apr 15 13:24:28 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","18","It should validate Resource not found returning 404","Mobile Safari","Wed Apr 15 13:25:50 UTC 2026","passed","Wed Apr 15 13:25:50 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","887","Should show error message when API fails @mock","webkit","Wed Apr 15 13:25:47 UTC 2026","passed","Wed Apr 15 13:25:48 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","112","It should return 400 when attempting a Get on an non-existent resource","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","140","Should navigation in site of Playwright and search documentation","Mobile Safari","Wed Apr 15 13:26:02 UTC 2026","failed","Wed Apr 15 13:26:03 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","77","It should return 404 when performing a POST(Sucess)","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:29 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","74","It should validate the Delete method (Sucess 200/204)","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","194","Should check contract of PokeApi","chromium","Wed Apr 15 13:24:41 UTC 2026","failed","Wed Apr 15 13:24:41 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","1122","Should validate Charizard data across layers","firefox","Wed Apr 15 13:24:56 UTC 2026","failed","Wed Apr 15 13:24:57 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","417","Should navigation in site of Playwright and search documentation","webkit","Wed Apr 15 13:25:45 UTC 2026","failed","Wed Apr 15 13:25:46 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","14","It should validate Resource not found returning 404","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","124","It should return 400 when attempting a Get on an non-existent resource","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:23 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","23","It should return 404 when attempting a Get on an non-existent resource","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:23 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","216","It should return 404 when attempting a Get on an non-existent resource","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:29 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","174","Should navigation in site of Playwright and search documentation","chromium","Wed Apr 15 13:24:45 UTC 2026","failed","Wed Apr 15 13:24:45 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","72","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:29 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","14","It should validate Resource not found returning 404","webkit","Wed Apr 15 13:25:22 UTC 2026","passed","Wed Apr 15 13:25:22 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","531","get started link","Mobile Safari","Wed Apr 15 13:25:52 UTC 2026","passed","Wed Apr 15 13:25:52 UTC 2026","","e2e/example.spec.js","",""
"","6145","has title","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:29 UTC 2026","","e2e/example.spec.js","",""
"","208","It should return 201 when performing a POST(Sucess)","Mobile Safari","Wed Apr 15 13:25:50 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","47","Should validate the datas of Pikachu with success","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:29 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","34","It should return 404 when attempting a Get on an non-existent resource","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","51","It should validate Non-existent route returning 404","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","76","It should validate 404 error in case of an invalid payload (Theoretical Example)","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","453","Should display mocked pokemon on fron-end","webkit","Wed Apr 15 13:25:47 UTC 2026","passed","Wed Apr 15 13:25:47 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","413","Should show error message when API fails @mock","firefox","Wed Apr 15 13:25:20 UTC 2026","passed","Wed Apr 15 13:25:21 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","75","It should validate the Delete method (Sucess 200/204)","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:29 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","77","It should validate the Delete method (Sucess 200/204)","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","26","Should validate the datas of Pikachu with success","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","116","Should show error message when API fails @mock","Mobile Safari","Wed Apr 15 13:26:04 UTC 2026","passed","Wed Apr 15 13:26:04 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","74","It should return 201 when performing a POST(Sucess)","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","77","It should return 404 when performing a POST(Sucess)","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:23 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","163","Should validate Charizard data across layers","Mobile Safari","Wed Apr 15 13:25:55 UTC 2026","failed","Wed Apr 15 13:25:55 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","30","Should validate the datas of Pikachu with success","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","116","Should show error message when API fails @mock","chromium","Wed Apr 15 13:24:47 UTC 2026","passed","Wed Apr 15 13:24:47 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","74","It should return 404 when performing a POST(Sucess)","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","55","It should validate Non-existent route returning 404","Mobile Safari","Wed Apr 15 13:25:50 UTC 2026","passed","Wed Apr 15 13:25:50 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","185","Should validate Charizard data across layers","chromium","Wed Apr 15 13:24:37 UTC 2026","failed","Wed Apr 15 13:24:37 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","157","Should display mocked pokemon on fron-end","Mobile Safari","Wed Apr 15 13:26:04 UTC 2026","passed","Wed Apr 15 13:26:04 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","185","Should check contract of PokeApi","Mobile Safari","Wed Apr 15 13:25:59 UTC 2026","failed","Wed Apr 15 13:25:59 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","1162","Should check contract of PokeApi","firefox","Wed Apr 15 13:25:07 UTC 2026","failed","Wed Apr 15 13:25:08 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","14","It should validate Invalid user ID returning 404","firefox","Wed Apr 15 13:24:48 UTC 2026","passed","Wed Apr 15 13:24:48 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","218","It should return 201 when performing a POST(Sucess)","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:29 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1106","Should navigation in site of Playwright and search documentation","firefox","Wed Apr 15 13:25:16 UTC 2026","failed","Wed Apr 15 13:25:17 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","75","It should validate 404 error in case of an invalid payload (Theoretical Example)","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:23 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","151","It should return 400 when attempting a Get on an non-existent resource","chromium","Wed Apr 15 13:24:29 UTC 2026","passed","Wed Apr 15 13:24:30 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","27","It should return 404 when attempting a Get on an non-existent resource","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","75","It should validate the Delete method (Sucess 200/204)","webkit","Wed Apr 15 13:25:23 UTC 2026","passed","Wed Apr 15 13:25:23 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","281","It should validate Non-existent route returning 404","chromium","Wed Apr 15 13:24:28 UTC 2026","passed","Wed Apr 15 13:24:28 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","125","It should return 400 when attempting a Get on an non-existent resource","Mobile Safari","Wed Apr 15 13:25:51 UTC 2026","passed","Wed Apr 15 13:25:51 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","2553","get started link","webkit","Wed Apr 15 13:25:30 UTC 2026","passed","Wed Apr 15 13:25:33 UTC 2026","","e2e/example.spec.js","",""
"","140","Should display mocked pokemon on fron-end","chromium","Wed Apr 15 13:24:46 UTC 2026","passed","Wed Apr 15 13:24:46 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
