"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","433","has title","chromium","Tue Apr 14 22:47:01 UTC 2026","passed","Tue Apr 14 22:47:01 UTC 2026","","e2e/example.spec.js","",""
"","150","It should return 400 when attempting a Get on an non-existent resource","webkit","Tue Apr 14 22:47:49 UTC 2026","passed","Tue Apr 14 22:47:50 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","21","It should return 201 when performing a POST(Sucess)","chromium","Tue Apr 14 22:47:01 UTC 2026","passed","Tue Apr 14 22:47:01 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","19","It should validate the Delete method (Sucess 200/204)","webkit","Tue Apr 14 22:47:49 UTC 2026","passed","Tue Apr 14 22:47:49 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","379","Should show error message when API fails @mock","firefox","Tue Apr 14 22:47:47 UTC 2026","passed","Tue Apr 14 22:47:48 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","53","It should validate Non-existent route returning 404","Mobile Safari","Tue Apr 14 22:48:13 UTC 2026","passed","Tue Apr 14 22:48:13 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","20","It should return 404 when performing a POST(Sucess)","webkit","Tue Apr 14 22:47:49 UTC 2026","passed","Tue Apr 14 22:47:49 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","24","It should validate Invalid user ID returning 404","Mobile Safari","Tue Apr 14 22:48:13 UTC 2026","passed","Tue Apr 14 22:48:13 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","2686","get started link","webkit","Tue Apr 14 22:47:53 UTC 2026","passed","Tue Apr 14 22:47:56 UTC 2026","","e2e/example.spec.js","",""
"","1134","Should validate Charizard data across layers","firefox","Tue Apr 14 22:47:24 UTC 2026","failed","Tue Apr 14 22:47:25 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","1389","get started link","firefox","Tue Apr 14 22:47:18 UTC 2026","passed","Tue Apr 14 22:47:19 UTC 2026","","e2e/example.spec.js","",""
"","1036","Should display mocked pokemon on fron-end","firefox","Tue Apr 14 22:47:46 UTC 2026","passed","Tue Apr 14 22:47:47 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","19","It should validate Invalid user ID returning 404","firefox","Tue Apr 14 22:47:16 UTC 2026","passed","Tue Apr 14 22:47:16 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","17","It should validate Resource not found returning 404","Mobile Safari","Tue Apr 14 22:48:13 UTC 2026","passed","Tue Apr 14 22:48:13 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","148","It should return 400 when attempting a Get on an non-existent resource","firefox","Tue Apr 14 22:47:16 UTC 2026","passed","Tue Apr 14 22:47:16 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","36","Should validate the datas of Pikachu with success","webkit","Tue Apr 14 22:47:49 UTC 2026","passed","Tue Apr 14 22:47:49 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","534","Should display mocked pokemon on fron-end","webkit","Tue Apr 14 22:48:10 UTC 2026","passed","Tue Apr 14 22:48:11 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
