"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1187","Should check contract of PokeApi","firefox","Wed Jul 22 16:21:05 UTC 2026","failed","Wed Jul 22 16:21:06 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","406","Should show error message when API fails @mock","firefox","Wed Jul 22 16:21:19 UTC 2026","passed","Wed Jul 22 16:21:19 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","178","Should validate Charizard data across layers","chromium","Wed Jul 22 16:20:36 UTC 2026","failed","Wed Jul 22 16:20:36 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","260","Should check contract of PokeApi","Mobile Safari","Wed Jul 22 16:21:56 UTC 2026","failed","Wed Jul 22 16:21:57 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","44","It should return 404 when attempting a Get on an non-existent resource","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:47 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","102","It should return 201 when performing a POST(Sucess)","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","122","Should show error message when API fails @mock","chromium","Wed Jul 22 16:20:45 UTC 2026","passed","Wed Jul 22 16:20:46 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","599","get started link","chromium","Wed Jul 22 16:20:32 UTC 2026","passed","Wed Jul 22 16:20:33 UTC 2026","","e2e/example.spec.js","",""
"","79","It should validate Non-existent route returning 404","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","58","It should return 404 when performing a POST(Sucess)","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","54","It should return 201 when performing a POST(Sucess)","webkit","Wed Jul 22 16:21:21 UTC 2026","passed","Wed Jul 22 16:21:21 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","209","It should return 400 when attempting a Get on an non-existent resource","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","1336","has title","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:49 UTC 2026","","e2e/example.spec.js","",""
"","470","Should navigation in site of Playwright and search documentation","webkit","Wed Jul 22 16:21:43 UTC 2026","failed","Wed Jul 22 16:21:43 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","1088","Should display mocked pokemon on fron-end","firefox","Wed Jul 22 16:21:18 UTC 2026","passed","Wed Jul 22 16:21:19 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","27","It should validate Resource not found returning 404","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","52","It should validate the Delete method (Sucess 200/204)","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","54","It should return 404 when performing a POST(Sucess)","webkit","Wed Jul 22 16:21:21 UTC 2026","passed","Wed Jul 22 16:21:21 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","544","has title","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:49 UTC 2026","","e2e/example.spec.js","",""
"","62","Should validate the datas of Pikachu with success","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:47 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","52","It should validate the Delete method (Sucess 200/204)","webkit","Wed Jul 22 16:21:21 UTC 2026","passed","Wed Jul 22 16:21:21 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","47","It should validate the Delete method (Sucess 200/204)","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","119","Should validate the datas of Pikachu with success","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","2497","get started link","webkit","Wed Jul 22 16:21:27 UTC 2026","passed","Wed Jul 22 16:21:30 UTC 2026","","e2e/example.spec.js","",""
"","126","Should show error message when API fails @mock","Mobile Safari","Wed Jul 22 16:22:02 UTC 2026","passed","Wed Jul 22 16:22:02 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","607","get started link","Mobile Safari","Wed Jul 22 16:21:49 UTC 2026","passed","Wed Jul 22 16:21:50 UTC 2026","","e2e/example.spec.js","",""
"","47","It should validate 404 error in case of an invalid payload (Theoretical Example)","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:47 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","187","Should navigation in site of Playwright and search documentation","chromium","Wed Jul 22 16:20:44 UTC 2026","failed","Wed Jul 22 16:20:44 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","26","It should validate Invalid user ID returning 404","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:47 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","72","Should validate the datas of Pikachu with success","webkit","Wed Jul 22 16:21:22 UTC 2026","passed","Wed Jul 22 16:21:22 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","173","It should return 400 when attempting a Get on an non-existent resource","webkit","Wed Jul 22 16:21:22 UTC 2026","passed","Wed Jul 22 16:21:22 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","49","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","38","It should return 404 when attempting a Get on an non-existent resource","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","82","It should validate Non-existent route returning 404","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:47 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","50","It should return 404 when performing a POST(Sucess)","firefox","Wed Jul 22 16:20:47 UTC 2026","passed","Wed Jul 22 16:20:47 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","900","Should show error message when API fails @mock","webkit","Wed Jul 22 16:21:45 UTC 2026","passed","Wed Jul 22 16:21:46 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","189","Should navigation in site of Playwright and search documentation","Mobile Safari","Wed Jul 22 16:22:01 UTC 2026","failed","Wed Jul 22 16:22:01 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","170","It should return 400 when attempting a Get on an non-existent resource","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:32 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","1123","Should navigation in site of Playwright and search documentation","firefox","Wed Jul 22 16:21:14 UTC 2026","failed","Wed Jul 22 16:21:16 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","55","It should validate 404 error in case of an invalid payload (Theoretical Example)","webkit","Wed Jul 22 16:21:21 UTC 2026","passed","Wed Jul 22 16:21:21 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","535","has title","chromium","Wed Jul 22 16:20:32 UTC 2026","passed","Wed Jul 22 16:20:32 UTC 2026","","e2e/example.spec.js","",""
"","86","It should validate Non-existent route returning 404","webkit","Wed Jul 22 16:21:21 UTC 2026","passed","Wed Jul 22 16:21:21 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","126","It should return 404 when attempting a Get on an non-existent resource","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","46","It should validate 404 error in case of an invalid payload (Theoretical Example)","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","47","It should return 404 when performing a POST(Sucess)","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","26","It should validate Resource not found returning 404","webkit","Wed Jul 22 16:21:21 UTC 2026","passed","Wed Jul 22 16:21:21 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","455","Should validate Charizard data across layers","webkit","Wed Jul 22 16:21:33 UTC 2026","failed","Wed Jul 22 16:21:34 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","4975","has title","webkit","Wed Jul 22 16:21:22 UTC 2026","passed","Wed Jul 22 16:21:27 UTC 2026","","e2e/example.spec.js","",""
"","113","It should return 201 when performing a POST(Sucess)","chromium","Wed Jul 22 16:20:31 UTC 2026","passed","Wed Jul 22 16:20:31 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","272","Should check contract of PokeApi","chromium","Wed Jul 22 16:20:40 UTC 2026","failed","Wed Jul 22 16:20:40 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","521","Should display mocked pokemon on fron-end","webkit","Wed Jul 22 16:21:45 UTC 2026","passed","Wed Jul 22 16:21:45 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","32","It should validate Invalid user ID returning 404","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","23","It should validate Resource not found returning 404","Mobile Safari","Wed Jul 22 16:21:48 UTC 2026","passed","Wed Jul 22 16:21:48 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
