"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1410","has title","firefox","2026-08-04","passed","2026-08-04","","e2e/example.spec.js","",""
"","21","It should return 404 when performing a POST(Sucess)","webkit","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","17","It should validate the Delete method (Sucess 200/204)","firefox","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","20","It should return 201 when performing a POST(Sucess)","webkit","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1006","get started link","firefox","2026-08-04","passed","2026-08-04","","e2e/example.spec.js","",""
"","449","Should show error message when API fails @mock","firefox","2026-08-04","passed","2026-08-04","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","18","It should validate the Delete method (Sucess 200/204)","chromium","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","16","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","37","It should return 404 when attempting a Get on an non-existent resource","chromium","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","220","Should validate Charizard data across layers","chromium","2026-08-04","failed","2026-08-04","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","777","Should show error message when API fails @mock","webkit","2026-08-04","passed","2026-08-04","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","52","It should validate Non-existent route returning 404","firefox","2026-08-04","passed","2026-08-04","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","19","It should return 404 when performing a POST(Sucess)","chromium","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","132","It should return 400 when attempting a Get on an non-existent resource","Mobile Safari","2026-08-04","passed","2026-08-04","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","19","It should return 201 when performing a POST(Sucess)","Mobile Safari","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","59","Should validate the datas of Pikachu with success","chromium","2026-08-04","passed","2026-08-04","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","21","It should return 201 when performing a POST(Sucess)","firefox","2026-08-04","passed","2026-08-04","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","495","Should navigation in site of Playwright and search documentation","webkit","2026-08-04","failed","2026-08-04","Automation Full Stack","e2e/hybrid_test.spec.js","",""
