"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","It should validate the Delete method (Sucess 200/204)","firefox","Tue Apr 07 21:55:34 UTC 2026","passed","Tue Apr 07 21:55:35 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","22","It should return 201 when performing a POST(Sucess)","Mobile Safari","Tue Apr 07 21:56:33 UTC 2026","passed","Tue Apr 07 21:56:33 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","38","Should validate the datas of Pikachu with success","webkit","Tue Apr 07 21:56:09 UTC 2026","passed","Tue Apr 07 21:56:09 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","405","Should navigation in site of Playwright and search documentation","webkit","Tue Apr 07 21:56:28 UTC 2026","failed","Tue Apr 07 21:56:29 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","28","It should return 404 when attempting a Get on an non-existent resource","webkit","Tue Apr 07 21:56:09 UTC 2026","passed","Tue Apr 07 21:56:09 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","30","It should return 404 when attempting a Get on an non-existent resource","chromium","Tue Apr 07 21:55:19 UTC 2026","passed","Tue Apr 07 21:55:19 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","21","It should validate the Delete method (Sucess 200/204)","chromium","Tue Apr 07 21:55:19 UTC 2026","passed","Tue Apr 07 21:55:19 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","436","Should show error message when API fails @mock","firefox","Tue Apr 07 21:56:07 UTC 2026","passed","Tue Apr 07 21:56:07 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","172","Should validate Charizard data across layers","chromium","Tue Apr 07 21:55:24 UTC 2026","failed","Tue Apr 07 21:55:24 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","312","has title","Mobile Safari","Tue Apr 07 21:56:33 UTC 2026","passed","Tue Apr 07 21:56:34 UTC 2026","","e2e/example.spec.js","",""
"","22","It should validate Invalid user ID returning 404","webkit","Tue Apr 07 21:56:09 UTC 2026","passed","Tue Apr 07 21:56:09 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","1224","has title","firefox","Tue Apr 07 21:55:35 UTC 2026","passed","Tue Apr 07 21:55:36 UTC 2026","","e2e/example.spec.js","",""
"","22","It should validate Resource not found returning 404","firefox","Tue Apr 07 21:55:34 UTC 2026","passed","Tue Apr 07 21:55:34 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","109","It should return 400 when attempting a Get on an non-existent resource","chromium","Tue Apr 07 21:55:19 UTC 2026","passed","Tue Apr 07 21:55:19 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","531","Should display mocked pokemon on fron-end","webkit","Tue Apr 07 21:56:30 UTC 2026","passed","Tue Apr 07 21:56:30 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","406","Should validate Charizard data across layers","webkit","Tue Apr 07 21:56:19 UTC 2026","failed","Tue Apr 07 21:56:19 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","21","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","Tue Apr 07 21:55:19 UTC 2026","passed","Tue Apr 07 21:55:19 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","99","It should return 400 when attempting a Get on an non-existent resource","Mobile Safari","Tue Apr 07 21:56:33 UTC 2026","passed","Tue Apr 07 21:56:33 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","1134","Should navigation in site of Playwright and search documentation","firefox","Tue Apr 07 21:56:02 UTC 2026","failed","Tue Apr 07 21:56:04 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","703","Should show error message when API fails @mock","webkit","Tue Apr 07 21:56:31 UTC 2026","passed","Tue Apr 07 21:56:31 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","39","Should validate the datas of Pikachu with success","firefox","Tue Apr 07 21:55:35 UTC 2026","passed","Tue Apr 07 21:55:35 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","337","has title","chromium","Tue Apr 07 21:55:19 UTC 2026","passed","Tue Apr 07 21:55:19 UTC 2026","","e2e/example.spec.js","",""
"","504","get started link","Mobile Safari","Tue Apr 07 21:56:34 UTC 2026","passed","Tue Apr 07 21:56:34 UTC 2026","","e2e/example.spec.js","",""
"","196","Should check contract of PokeApi","Mobile Safari","Tue Apr 07 21:56:41 UTC 2026","failed","Tue Apr 07 21:56:41 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","510","get started link","chromium","Tue Apr 07 21:55:21 UTC 2026","passed","Tue Apr 07 21:55:21 UTC 2026","","e2e/example.spec.js","",""
"","60","It should validate Non-existent route returning 404","webkit","Tue Apr 07 21:56:09 UTC 2026","passed","Tue Apr 07 21:56:09 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
