"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","176","Should navigation in site of Playwright and search documentation","Mobile Safari","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","1100","Should display mocked pokemon on fron-end","firefox","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","79","It should validate the Delete method (Sucess 200/204)","firefox","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","33","Should validate the datas of Pikachu with success","Mobile Safari","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","34","Should validate the datas of Pikachu with success","firefox","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","462","has title","Mobile Safari","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","76","It should validate the Delete method (Sucess 200/204)","chromium","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","73","It should return 404 when performing a POST(Sucess)","Mobile Safari","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","213","It should validate Invalid user ID returning 404","chromium","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","1217","Should validate Charizard data across layers","firefox","2026-08-14","failed","2026-08-14","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","76","It should validate the Delete method (Sucess 200/204)","webkit","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","21","It should validate Invalid user ID returning 404","Mobile Safari","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","2694","get started link","webkit","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","196","Should validate Charizard data across layers","chromium","2026-08-14","failed","2026-08-14","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","54","It should validate Non-existent route returning 404","webkit","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","73","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","80","It should return 201 when performing a POST(Sucess)","firefox","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","639","Should display mocked pokemon on fron-end","webkit","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","156","It should return 400 when attempting a Get on an non-existent resource","chromium","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","181","Should validate Charizard data across layers","Mobile Safari","2026-08-14","failed","2026-08-14","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","76","It should return 201 when performing a POST(Sucess)","Mobile Safari","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","240","Should check contract of PokeApi","Mobile Safari","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","73","It should validate 404 error in case of an invalid payload (Theoretical Example)","webkit","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","321","It should validate Non-existent route returning 404","chromium","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","17","It should validate Resource not found returning 404","webkit","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","831","Should show error message when API fails @mock","webkit","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","528","get started link","Mobile Safari","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","77","It should return 404 when performing a POST(Sucess)","chromium","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","85","It should return 201 when performing a POST(Sucess)","chromium","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","142","It should return 400 when attempting a Get on an non-existent resource","Mobile Safari","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","27","It should return 404 when attempting a Get on an non-existent resource","firefox","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","465","Should navigation in site of Playwright and search documentation","webkit","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","36","Should validate the datas of Pikachu with success","webkit","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","26","It should return 404 when attempting a Get on an non-existent resource","Mobile Safari","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","180","Should display mocked pokemon on fron-end","Mobile Safari","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","215","It should validate Resource not found returning 404","chromium","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","77","It should return 201 when performing a POST(Sucess)","webkit","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","511","Should check contract of PokeApi","webkit","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","204","It should return 404 when attempting a Get on an non-existent resource","chromium","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","76","It should return 404 when performing a POST(Sucess)","webkit","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","173","Should display mocked pokemon on fron-end","chromium","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","511","Should validate Charizard data across layers","webkit","2026-08-14","failed","2026-08-14","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","49","It should validate Non-existent route returning 404","Mobile Safari","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","16","It should validate Resource not found returning 404","Mobile Safari","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","15","It should validate Invalid user ID returning 404","firefox","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","20","It should validate Invalid user ID returning 404","webkit","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","1329","has title","firefox","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","224","It should return 400 when attempting a Get on an non-existent resource","webkit","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","453","has title","chromium","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","223","It should return 400 when attempting a Get on an non-existent resource","firefox","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","40","Should validate the datas of Pikachu with success","chromium","2026-08-14","passed","2026-08-14","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","122","Should show error message when API fails @mock","Mobile Safari","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","931","get started link","firefox","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","137","Should show error message when API fails @mock","chromium","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","75","It should validate 404 error in case of an invalid payload (Theoretical Example)","firefox","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","78","It should return 404 when performing a POST(Sucess)","firefox","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","428","Should show error message when API fails @mock","firefox","2026-08-14","passed","2026-08-14","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","75","It should validate the Delete method (Sucess 200/204)","Mobile Safari","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","595","get started link","chromium","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
"","75","It should validate 404 error in case of an invalid payload (Theoretical Example)","Mobile Safari","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1281","Should check contract of PokeApi","firefox","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","1162","Should navigation in site of Playwright and search documentation","firefox","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","17","It should validate Resource not found returning 404","firefox","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","23","It should return 404 when attempting a Get on an non-existent resource","webkit","2026-08-14","passed","2026-08-14","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","253","Should check contract of PokeApi","chromium","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","51","It should validate Non-existent route returning 404","firefox","2026-08-14","passed","2026-08-14","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","170","Should navigation in site of Playwright and search documentation","chromium","2026-08-14","failed","2026-08-14","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","5707","has title","webkit","2026-08-14","passed","2026-08-14","","e2e/example.spec.js","",""
