"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","It should validate Resource not found returning 404","Mobile Safari","Fri May 15 16:53:28 UTC 2026","passed","Fri May 15 16:53:28 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","192","It should validate Non-existent route returning 404","chromium","Fri May 15 16:52:15 UTC 2026","passed","Fri May 15 16:52:15 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","454","Should check contract of PokeApi","webkit","Fri May 15 16:53:18 UTC 2026","failed","Fri May 15 16:53:19 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","22","It should validate Invalid user ID returning 404","firefox","Fri May 15 16:52:31 UTC 2026","passed","Fri May 15 16:52:31 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","56","Should validate the datas of Pikachu with success","firefox","Fri May 15 16:52:31 UTC 2026","passed","Fri May 15 16:52:31 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","1107","Should display mocked pokemon on fron-end","firefox","Fri May 15 16:53:02 UTC 2026","passed","Fri May 15 16:53:03 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","542","get started link","Mobile Safari","Fri May 15 16:53:29 UTC 2026","passed","Fri May 15 16:53:29 UTC 2026","","e2e/example.spec.js","",""
"","19","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","Fri May 15 16:52:15 UTC 2026","passed","Fri May 15 16:52:15 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","157","Should validate Charizard data across layers","Mobile Safari","Fri May 15 16:53:32 UTC 2026","failed","Fri May 15 16:53:32 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","27","It should validate the Delete method (Sucess 200/204)","webkit","Fri May 15 16:53:06 UTC 2026","passed","Fri May 15 16:53:06 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","466","has title","chromium","Fri May 15 16:52:16 UTC 2026","passed","Fri May 15 16:52:16 UTC 2026","","e2e/example.spec.js","",""
"","38","It should validate the Delete method (Sucess 200/204)","Mobile Safari","Fri May 15 16:53:28 UTC 2026","passed","Fri May 15 16:53:28 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","20","It should validate 404 error in case of an invalid payload (Theoretical Example)","webkit","Fri May 15 16:53:06 UTC 2026","passed","Fri May 15 16:53:06 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","181","Should validate Charizard data across layers","chromium","Fri May 15 16:52:20 UTC 2026","failed","Fri May 15 16:52:20 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","48","Should validate the datas of Pikachu with success","Mobile Safari","Fri May 15 16:53:28 UTC 2026","passed","Fri May 15 16:53:28 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","38","It should return 201 when performing a POST(Sucess)","Mobile Safari","Fri May 15 16:53:28 UTC 2026","passed","Fri May 15 16:53:28 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","67","It should validate Non-existent route returning 404","firefox","Fri May 15 16:52:31 UTC 2026","passed","Fri May 15 16:52:31 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","156","Should display mocked pokemon on fron-end","chromium","Fri May 15 16:52:29 UTC 2026","passed","Fri May 15 16:52:29 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","26","It should validate Invalid user ID returning 404","webkit","Fri May 15 16:53:06 UTC 2026","passed","Fri May 15 16:53:06 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","28","It should return 404 when performing a POST(Sucess)","webkit","Fri May 15 16:53:06 UTC 2026","passed","Fri May 15 16:53:06 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
