"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","559","has title","Mobile Safari","Wed Apr 22 13:28:17 UTC 2026","passed","Wed Apr 22 13:28:18 UTC 2026","","e2e/example.spec.js","",""
"","659","get started link","Mobile Safari","Wed Apr 22 13:28:18 UTC 2026","passed","Wed Apr 22 13:28:18 UTC 2026","","e2e/example.spec.js","",""
"","64","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","Wed Apr 22 13:27:01 UTC 2026","passed","Wed Apr 22 13:27:01 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","151","Should validate the datas of Pikachu with success","chromium","Wed Apr 22 13:27:01 UTC 2026","passed","Wed Apr 22 13:27:01 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","65","It should validate the Delete method (Sucess 200/204)","chromium","Wed Apr 22 13:27:00 UTC 2026","passed","Wed Apr 22 13:27:00 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","63","It should validate the Delete method (Sucess 200/204)","webkit","Wed Apr 22 13:27:53 UTC 2026","passed","Wed Apr 22 13:27:53 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","154","Should display mocked pokemon on fron-end","chromium","Wed Apr 22 13:27:16 UTC 2026","passed","Wed Apr 22 13:27:16 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","164","Should validate Charizard data across layers","Mobile Safari","Wed Apr 22 13:28:21 UTC 2026","failed","Wed Apr 22 13:28:21 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","40","It should return 404 when attempting a Get on an non-existent resource","firefox","Wed Apr 22 13:27:17 UTC 2026","passed","Wed Apr 22 13:27:17 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","573","has title","chromium","Wed Apr 22 13:27:01 UTC 2026","passed","Wed Apr 22 13:27:02 UTC 2026","","e2e/example.spec.js","",""
"","136","It should return 201 when performing a POST(Sucess)","chromium","Wed Apr 22 13:27:00 UTC 2026","passed","Wed Apr 22 13:27:00 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1161","Should validate Charizard data across layers","firefox","Wed Apr 22 13:27:26 UTC 2026","failed","Wed Apr 22 13:27:27 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","32","It should validate Resource not found returning 404","webkit","Wed Apr 22 13:27:52 UTC 2026","passed","Wed Apr 22 13:27:53 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","108","It should validate Non-existent route returning 404","Mobile Safari","Wed Apr 22 13:28:16 UTC 2026","passed","Wed Apr 22 13:28:16 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","62","It should return 404 when performing a POST(Sucess)","firefox","Wed Apr 22 13:27:17 UTC 2026","passed","Wed Apr 22 13:27:17 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","65","It should return 404 when performing a POST(Sucess)","webkit","Wed Apr 22 13:27:53 UTC 2026","passed","Wed Apr 22 13:27:53 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","519","Should display mocked pokemon on fron-end","webkit","Wed Apr 22 13:28:13 UTC 2026","passed","Wed Apr 22 13:28:14 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","256","Should check contract of PokeApi","Mobile Safari","Wed Apr 22 13:28:25 UTC 2026","failed","Wed Apr 22 13:28:26 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","64","It should return 201 when performing a POST(Sucess)","Mobile Safari","Wed Apr 22 13:28:17 UTC 2026","passed","Wed Apr 22 13:28:17 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","62","It should validate the Delete method (Sucess 200/204)","firefox","Wed Apr 22 13:27:17 UTC 2026","passed","Wed Apr 22 13:27:17 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","41","It should return 404 when attempting a Get on an non-existent resource","webkit","Wed Apr 22 13:27:53 UTC 2026","passed","Wed Apr 22 13:27:53 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","751","get started link","chromium","Wed Apr 22 13:27:03 UTC 2026","passed","Wed Apr 22 13:27:03 UTC 2026","","e2e/example.spec.js","",""
"","176","It should return 400 when attempting a Get on an non-existent resource","chromium","Wed Apr 22 13:27:01 UTC 2026","passed","Wed Apr 22 13:27:01 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","65","It should return 201 when performing a POST(Sucess)","firefox","Wed Apr 22 13:27:17 UTC 2026","passed","Wed Apr 22 13:27:17 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","62","It should validate 404 error in case of an invalid payload (Theoretical Example)","webkit","Wed Apr 22 13:27:53 UTC 2026","passed","Wed Apr 22 13:27:53 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","33","It should validate Resource not found returning 404","Mobile Safari","Wed Apr 22 13:28:16 UTC 2026","passed","Wed Apr 22 13:28:16 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","85","Should validate the datas of Pikachu with success","Mobile Safari","Wed Apr 22 13:28:17 UTC 2026","passed","Wed Apr 22 13:28:17 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","157","Should navigation in site of Playwright and search documentation","Mobile Safari","Wed Apr 22 13:28:30 UTC 2026","failed","Wed Apr 22 13:28:30 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","97","It should return 400 when attempting a Get on an non-existent resource","webkit","Wed Apr 22 13:27:53 UTC 2026","passed","Wed Apr 22 13:27:53 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
