"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60","Should validate the datas of Pikachu with success","webkit","Fri Apr 10 15:56:26 UTC 2026","passed","Fri Apr 10 15:56:26 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","431","Should navigation in site of Playwright and search documentation","webkit","Fri Apr 10 15:56:47 UTC 2026","failed","Fri Apr 10 15:56:48 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","128","Should validate Charizard data across layers","Mobile Safari","Fri Apr 10 15:56:57 UTC 2026","failed","Fri Apr 10 15:56:57 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","63","It should return 404 when attempting a Get on an non-existent resource","firefox","Fri Apr 10 15:55:50 UTC 2026","passed","Fri Apr 10 15:55:50 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1169","Should check contract of PokeApi","firefox","Fri Apr 10 15:56:09 UTC 2026","failed","Fri Apr 10 15:56:10 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","267","It should return 404 when attempting a Get on an non-existent resource","chromium","Fri Apr 10 15:55:31 UTC 2026","passed","Fri Apr 10 15:55:31 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","475","It should validate Resource not found returning 404","webkit","Fri Apr 10 15:56:25 UTC 2026","passed","Fri Apr 10 15:56:25 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","89","It should validate 404 error in case of an invalid payload (Theoretical Example)","firefox","Fri Apr 10 15:55:50 UTC 2026","passed","Fri Apr 10 15:55:50 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","89","It should validate the Delete method (Sucess 200/204)","Mobile Safari","Fri Apr 10 15:56:52 UTC 2026","passed","Fri Apr 10 15:56:52 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","197","It should return 400 when attempting a Get on an non-existent resource","Mobile Safari","Fri Apr 10 15:56:53 UTC 2026","passed","Fri Apr 10 15:56:53 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
