"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","688","get started link","chromium","Thu Jul 16 13:47:59 UTC 2026","passed","Thu Jul 16 13:48:00 UTC 2026","","e2e/example.spec.js","",""
"","182","Should navigation in site of Playwright and search documentation","Mobile Safari","Thu Jul 16 13:49:27 UTC 2026","failed","Thu Jul 16 13:49:27 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","180","It should return 400 when attempting a Get on an non-existent resource","firefox","Thu Jul 16 13:48:14 UTC 2026","passed","Thu Jul 16 13:48:15 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","171","Should display mocked pokemon on fron-end","Mobile Safari","Thu Jul 16 13:49:28 UTC 2026","passed","Thu Jul 16 13:49:29 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","63","It should validate the Delete method (Sucess 200/204)","webkit","Thu Jul 16 13:48:50 UTC 2026","passed","Thu Jul 16 13:48:50 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","43","It should validate Invalid user ID returning 404","Mobile Safari","Thu Jul 16 13:49:14 UTC 2026","passed","Thu Jul 16 13:49:14 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","81","Should validate the datas of Pikachu with success","Mobile Safari","Thu Jul 16 13:49:14 UTC 2026","passed","Thu Jul 16 13:49:14 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","63","It should return 201 when performing a POST(Sucess)","firefox","Thu Jul 16 13:48:14 UTC 2026","passed","Thu Jul 16 13:48:14 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","173","Should display mocked pokemon on fron-end","chromium","Thu Jul 16 13:48:12 UTC 2026","passed","Thu Jul 16 13:48:12 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","119","Should show error message when API fails @mock","Mobile Safari","Thu Jul 16 13:49:29 UTC 2026","passed","Thu Jul 16 13:49:29 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","1241","Should validate Charizard data across layers","firefox","Thu Jul 16 13:48:23 UTC 2026","failed","Thu Jul 16 13:48:25 UTC 2026","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","33","It should validate Resource not found returning 404","webkit","Thu Jul 16 13:48:50 UTC 2026","passed","Thu Jul 16 13:48:50 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","161","It should return 404 when attempting a Get on an non-existent resource","chromium","Thu Jul 16 13:47:58 UTC 2026","passed","Thu Jul 16 13:47:58 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","284","Should check contract of PokeApi","chromium","Thu Jul 16 13:48:07 UTC 2026","failed","Thu Jul 16 13:48:07 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","134","Should validate the datas of Pikachu with success","chromium","Thu Jul 16 13:47:58 UTC 2026","passed","Thu Jul 16 13:47:58 UTC 2026","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","156","It should validate Invalid user ID returning 404","chromium","Thu Jul 16 13:47:57 UTC 2026","passed","Thu Jul 16 13:47:57 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","62","It should validate 404 error in case of an invalid payload (Theoretical Example)","webkit","Thu Jul 16 13:48:50 UTC 2026","passed","Thu Jul 16 13:48:50 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","61","It should return 404 when performing a POST(Sucess)","Mobile Safari","Thu Jul 16 13:49:14 UTC 2026","passed","Thu Jul 16 13:49:14 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","63","It should return 201 when performing a POST(Sucess)","Mobile Safari","Thu Jul 16 13:49:14 UTC 2026","passed","Thu Jul 16 13:49:14 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","542","Should check contract of PokeApi","webkit","Thu Jul 16 13:49:04 UTC 2026","failed","Thu Jul 16 13:49:04 UTC 2026","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","1505","get started link","firefox","Thu Jul 16 13:48:17 UTC 2026","passed","Thu Jul 16 13:48:18 UTC 2026","","e2e/example.spec.js","",""
"","63","It should validate the Delete method (Sucess 200/204)","firefox","Thu Jul 16 13:48:14 UTC 2026","passed","Thu Jul 16 13:48:14 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","33","It should validate Invalid user ID returning 404","firefox","Thu Jul 16 13:48:14 UTC 2026","passed","Thu Jul 16 13:48:14 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","66","It should validate the Delete method (Sucess 200/204)","chromium","Thu Jul 16 13:47:58 UTC 2026","passed","Thu Jul 16 13:47:58 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","47","It should return 404 when attempting a Get on an non-existent resource","firefox","Thu Jul 16 13:48:14 UTC 2026","passed","Thu Jul 16 13:48:14 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","32","It should validate Resource not found returning 404","firefox","Thu Jul 16 13:48:14 UTC 2026","passed","Thu Jul 16 13:48:14 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","65","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","Thu Jul 16 13:47:58 UTC 2026","passed","Thu Jul 16 13:47:58 UTC 2026","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","1126","Should display mocked pokemon on fron-end","firefox","Thu Jul 16 13:48:46 UTC 2026","passed","Thu Jul 16 13:48:47 UTC 2026","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","33","It should validate Resource not found returning 404","Mobile Safari","Thu Jul 16 13:49:14 UTC 2026","passed","Thu Jul 16 13:49:14 UTC 2026","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","2567","has title","webkit","Thu Jul 16 13:48:50 UTC 2026","passed","Thu Jul 16 13:48:53 UTC 2026","","e2e/example.spec.js","",""
