"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","It should validate 404 error in case of an invalid payload (Theoretical Example)","chromium","2026-08-13","passed","2026-08-13","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","53","It should return 201 when performing a POST(Sucess)","chromium","2026-08-13","passed","2026-08-13","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","156","It should return 400 when attempting a Get on an non-existent resource","webkit","2026-08-13","passed","2026-08-13","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","154","Should display mocked pokemon on fron-end","Mobile Safari","2026-08-13","passed","2026-08-13","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","71","It should validate Resource not found returning 404","Mobile Safari","2026-08-13","passed","2026-08-13","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","187","Should display mocked pokemon on fron-end","chromium","2026-08-13","passed","2026-08-13","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","281","Should check contract of PokeApi","Mobile Safari","2026-08-13","failed","2026-08-13","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","185","Should validate Charizard data across layers","chromium","2026-08-13","failed","2026-08-13","Final Challenge: UI + API + environment Mocks @mock","e2e/final_challenge.spec.js","",""
"","134","It should validate Non-existent route returning 404","webkit","2026-08-13","passed","2026-08-13","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","129","It should return 404 when attempting a Get on an non-existent resource","chromium","2026-08-13","passed","2026-08-13","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","159","It should return 400 when attempting a Get on an non-existent resource","chromium","2026-08-13","passed","2026-08-13","PokeApi - Validaçao de Pokémon","api/api_pokemon.spec.js","",""
"","113","Should show error message when API fails @mock","chromium","2026-08-13","passed","2026-08-13","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","97","It should return 404 when performing a POST(Sucess)","Mobile Safari","2026-08-13","passed","2026-08-13","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","544","get started link","Mobile Safari","2026-08-13","passed","2026-08-13","","e2e/example.spec.js","",""
"","94","It should validate the Delete method (Sucess 200/204)","Mobile Safari","2026-08-13","passed","2026-08-13","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","442","Should display mocked pokemon on fron-end","webkit","2026-08-13","passed","2026-08-13","Tests using mocks @mock","e2e/using_mocks.spec.js","",""
"","81","It should return 404 when attempting a Get on an non-existent resource","firefox","2026-08-13","passed","2026-08-13","Batery the tests of error and Http verbs","api/api_errors.spec.js","",""
"","72","It should validate Resource not found returning 404","webkit","2026-08-13","passed","2026-08-13","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
"","387","Should navigation in site of Playwright and search documentation","webkit","2026-08-13","failed","2026-08-13","Automation Full Stack","e2e/hybrid_test.spec.js","",""
"","148","It should validate Non-existent route returning 404","firefox","2026-08-13","passed","2026-08-13","DDT - Endpoint Testing","api/api_data_driven.spec.js","",""
